pickup_location,drop_location,AverageDistance
"Garment District, Yellow Zone, Manhattan","Bensonhurst East, Boro Zone, Brooklyn",16.492
"Garment District, Yellow Zone, Manhattan","Bensonhurst West, Boro Zone, Brooklyn",14.73
"Garment District, Yellow Zone, Manhattan","Briarwood/Jamaica Hills, Boro Zone, Queens",11.89
"Garment District, Yellow Zone, Manhattan","Bronx Park, Boro Zone, Bronx",13.48
"Garment District, Yellow Zone, Manhattan","Bronxdale, Boro Zone, Bronx",14.895
"Garment District, Yellow Zone, Manhattan","Brownsville, Boro Zone, Brooklyn",14.57625
"Garment District, Yellow Zone, Manhattan","Bushwick South, Boro Zone, Brooklyn",6.03
"Garment District, Yellow Zone, Manhattan","Canarsie, Boro Zone, Brooklyn",12.34
"Garment District, Yellow Zone, Manhattan","Central Harlem North, Boro Zone, Manhattan",5.86
"Garment District, Yellow Zone, Manhattan","Claremont/Bathgate, Boro Zone, Bronx",11.71
"Garment District, Yellow Zone, Manhattan","Clinton East, Yellow Zone, Manhattan",0.74
"Garment District, Yellow Zone, Manhattan","Clinton Hill, Boro Zone, Brooklyn",7.13
"Garment District, Yellow Zone, Manhattan","Clinton West, Yellow Zone, Manhattan",0.76
"Garment District, Yellow Zone, Manhattan","Co-Op City, Boro Zone, Bronx",16.86
"Garment District, Yellow Zone, Manhattan","College Point, Boro Zone, Queens",12.86
"Garment District, Yellow Zone, Manhattan","Coney Island, Boro Zone, Brooklyn",17.405
"Garment District, Yellow Zone, Manhattan","Corona, Boro Zone, Queens",8.776666667
"Garment District, Yellow Zone, Manhattan","Crown Heights North, Boro Zone, Brooklyn",9.06
"Garment District, Yellow Zone, Manhattan","Crown Heights South, Boro Zone, Brooklyn",10.175
"Garment District, Yellow Zone, Manhattan","Downtown Brooklyn/MetroTech, Boro Zone, Brooklyn",4.94
"Garment District, Yellow Zone, Manhattan","Dyker Heights, Boro Zone, Brooklyn",14.85
"Garment District, Yellow Zone, Manhattan","East Concourse/Concourse Village, Boro Zone, Bronx",9.425
"Garment District, Yellow Zone, Manhattan","East Flatbush/Farragut, Boro Zone, Brooklyn",11.16
"Garment District, Yellow Zone, Manhattan","East Flatbush/Remsen Village, Boro Zone, Brooklyn",15.59
"Garment District, Yellow Zone, Manhattan","East Harlem North, Boro Zone, Manhattan",5.362
"Garment District, Yellow Zone, Manhattan","East Harlem South, Boro Zone, Manhattan",5.745
"Garment District, Yellow Zone, Manhattan","East New York, Boro Zone, Brooklyn",18.905
"Garment District, Yellow Zone, Manhattan","East New York/Pennsylvania Avenue, Boro Zone, Brooklyn",12.48
"Garment District, Yellow Zone, Manhattan","Eastchester, Boro Zone, Bronx",16.93
"Garment District, Yellow Zone, Manhattan","Erasmus, Boro Zone, Brooklyn",10.65
"Garment District, Yellow Zone, Manhattan","Far Rockaway, Boro Zone, Queens",21.04
"Garment District, Yellow Zone, Manhattan","Flatbush/Ditmas Park, Boro Zone, Brooklyn",11.845
"Garment District, Yellow Zone, Manhattan","Flatlands, Boro Zone, Brooklyn",15.055
"Garment District, Yellow Zone, Manhattan","Flushing, Boro Zone, Queens",11.445
"Garment District, Yellow Zone, Manhattan","Fordham South, Boro Zone, Bronx",11.16
"Garment District, Yellow Zone, Manhattan","Fort Greene, Boro Zone, Brooklyn",5.15
"Garment District, Yellow Zone, Manhattan","Garment District, Yellow Zone, Manhattan",0
"Garment District, Yellow Zone, Manhattan","Gramercy, Yellow Zone, Manhattan",1.33
"Garment District, Yellow Zone, Manhattan","Hamilton Heights, Boro Zone, Manhattan",6.76
"Garment District, Yellow Zone, Manhattan","Hillcrest/Pomonok, Boro Zone, Queens",11.27
"Garment District, Yellow Zone, Manhattan","Homecrest, Boro Zone, Brooklyn",19.085
"Garment District, Yellow Zone, Manhattan","Longwood, Boro Zone, Bronx",10.355
"Garment District, Yellow Zone, Manhattan","Lower East Side, Yellow Zone, Manhattan",3.445
"Garment District, Yellow Zone, Manhattan","Manhattan Beach, Boro Zone, Brooklyn",21.62
"Garment District, Yellow Zone, Manhattan","Manhattanville, Boro Zone, Manhattan",6.22
"Garment District, Yellow Zone, Manhattan","Marine Park/Mill Basin, Boro Zone, Brooklyn",19.555
"Garment District, Yellow Zone, Manhattan","Middle Village, Boro Zone, Queens",8.09
"Garment District, Yellow Zone, Manhattan","Midtown South, Yellow Zone, Manhattan",0.11
"Garment District, Yellow Zone, Manhattan","Midwood, Boro Zone, Brooklyn",12.18
"Garment District, Yellow Zone, Manhattan","Morningside Heights, Boro Zone, Manhattan",5.689333333
"Garment District, Yellow Zone, Manhattan","Morrisania/Melrose, Boro Zone, Bronx",12.42
"Garment District, Yellow Zone, Manhattan","Mott Haven/Port Morris, Boro Zone, Bronx",6.791666667
"Garment District, Yellow Zone, Manhattan","Norwood, Boro Zone, Bronx",15.605
"Garment District, Yellow Zone, Manhattan","Ocean Hill, Boro Zone, Brooklyn",12.52
"Garment District, Yellow Zone, Manhattan","Ocean Parkway South, Boro Zone, Brooklyn",11.75
"Garment District, Yellow Zone, Manhattan","Parkchester, Boro Zone, Bronx",12.82
"Garment District, Yellow Zone, Manhattan","Pelham Bay, Boro Zone, Bronx",14.43
"Garment District, Yellow Zone, Manhattan","Pelham Parkway, Boro Zone, Bronx",12.6
"Garment District, Yellow Zone, Manhattan","Penn Station/Madison Sq West, Yellow Zone, Manhattan",0.27
"Garment District, Yellow Zone, Manhattan","Prospect-Lefferts Gardens, Boro Zone, Brooklyn",10.3
"Garment District, Yellow Zone, Manhattan","Red Hook, Boro Zone, Brooklyn",6.98
"Garment District, Yellow Zone, Manhattan","Riverdale/North Riverdale/Fieldston, Boro Zone, Bronx",12.95666667
"Garment District, Yellow Zone, Manhattan","Rosedale, Boro Zone, Queens",19.03
"Garment District, Yellow Zone, Manhattan","Saint Albans, Boro Zone, Queens",16.72
"Garment District, Yellow Zone, Manhattan","SoHo, Yellow Zone, Manhattan",3
"Garment District, Yellow Zone, Manhattan","Soundview/Bruckner, Boro Zone, Bronx",12.325
"Garment District, Yellow Zone, Manhattan","Soundview/Castle Hill, Boro Zone, Bronx",10.7425
"Garment District, Yellow Zone, Manhattan","Springfield Gardens North, Boro Zone, Queens",14.92
"Garment District, Yellow Zone, Manhattan","Springfield Gardens South, Boro Zone, Queens",15.056
"Garment District, Yellow Zone, Manhattan","Steinway, Boro Zone, Queens",9.2
"Garment District, Yellow Zone, Manhattan","Stuyvesant Heights, Boro Zone, Brooklyn",8.17
"Garment District, Yellow Zone, Manhattan","Sunnyside, Boro Zone, Queens",3.29
"Garment District, Yellow Zone, Manhattan","Sunset Park West, Boro Zone, Brooklyn",10.19
"Garment District, Yellow Zone, Manhattan","TriBeCa/Civic Center, Yellow Zone, Manhattan",3.85
"Garment District, Yellow Zone, Manhattan","Union Sq, Yellow Zone, Manhattan",0.99
"Garment District, Yellow Zone, Manhattan","University Heights/Morris Heights, Boro Zone, Bronx",10.415
"Garment District, Yellow Zone, Manhattan","Van Cortlandt Park, Boro Zone, Bronx",14.31
"Garment District, Yellow Zone, Manhattan","Van Cortlandt Village, Boro Zone, Bronx",12.25
"Garment District, Yellow Zone, Manhattan","Washington Heights South, Boro Zone, Manhattan",8.5
"Garment District, Yellow Zone, Manhattan","West Concourse, Boro Zone, Bronx",8.72
"Garment District, Yellow Zone, Manhattan","West Farms/Bronx River, Boro Zone, Bronx",11.89
"Garment District, Yellow Zone, Manhattan","Westchester Village/Unionport, Boro Zone, Bronx",13.6
"Garment District, Yellow Zone, Manhattan","Whitestone, Boro Zone, Queens",13.47
